"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "BB515-A", "APC-A", "Time", "Event #"
46890.8,26784.1,121228,44467.3,35251.4,97265.6,102.863,321.53,1.03415,308
25319.6,12987,121751,50865.6,36275.9,107886,122.14,248.408,1.03492,310
48651.7,28315.8,131249,76437.3,48716.1,118383,84.9181,224.719,1.03565,313
41577.3,23921.1,121449,69707.4,49538,108350,144.12,317.623,1.03621,314
26161.9,14344.9,116785,48031.1,34725.4,102874,126.659,542.046,1.05527,316
42315.9,23571.2,120011,58048,45446.5,99789.7,74.8712,409.72,1.06628,317
25590.4,13849.4,117116,53557.7,36514.6,105209,112.917,197.018,1.06673,318
54577.1,30691.3,132539,78850.1,54653.5,113818,165.033,656.421,1.06711,319
77690.4,43253.6,134163,73732,54681.8,107566,118.313,1250.68,1.07152,320
43960.8,26783.9,114178,35198.3,26519.3,94478.5,64.6675,228.594,1.08144,321
48710.4,26015.7,126508,64798.1,49977.9,104630,52.9884,774.447,1.0825,322
27986.4,15728.7,120557,67037.1,52474.7,104633,129.207,490.335,1.08996,323
64768.5,33852,128307,65472.5,47249.6,107524,159.798,461.715,1.0917,324
29243.4,17110.6,117989,40383.7,28418.1,103051,125.79,230.585,1.10479,326
37134.4,19085.7,122417,40334.1,28052.2,100282,55.3004,368.265,1.10671,327
35615,18938.9,123797,66572.7,46312.6,109962,179.388,662.881,1.11721,329
41289.2,25154.2,120299,54348,41732.7,104761,131.348,267.447,1.12011,330
44319.3,25447.8,121927,43646.5,31496.5,101198,83.634,634.341,1.12627,331
37217.6,22350.4,119900,55888.6,43419,104552,104.143,349.05,1.12864,332
37245.2,20806.3,120035,42834.4,33520,97251.1,87.1936,251.568,1.13492,333
47610.1,28308.6,119921,52388.9,44598.7,96551.8,113.091,966.337,1.13563,334
28812.3,17860.7,117170,64635.8,47485.7,106918,233.811,748.607,1.13902,335
20428,14150.2,100380,32337.3,28697.4,83782.7,44.0369,368.736,1.14538,337
61176.8,36718.1,123216,51874.2,40160.3,100535,88.885,294.061,1.14554,338
38949.3,20378.5,123938,61410.7,43944.7,107378,153.118,290.875,1.14773,339
55116.2,29378.9,130455,91374.2,65289,114356,188.097,458.028,1.15088,340
42289.9,27124.1,111909,48510.1,38472.2,96821.6,106.061,386.308,1.15915,342
50369.8,28003.5,124900,67424.1,51617.2,106407,49.1943,250.819,1.16311,343
41029.5,23491.1,119649,46297.2,35647.1,98058.7,67.9094,325.117,1.16505,344
76267,41018.7,128694,75697,55431.8,108708,112.278,708.047,1.16846,345
77437.9,44193,129361,79887,62914.8,106923,189.242,405.109,1.18256,348
43025.7,23588.9,127124,64329.9,45594.1,109406,54.0555,353.613,1.18912,349
48684.9,27453.1,123589,49997.8,37843.6,103646,66.1496,253.014,1.22445,352
60521.3,33348.7,128884,55618.4,37960.5,105194,84.3928,394.991,1.23598,353
38161,19680.5,122598,85693.3,61744.1,110593,287.218,508.856,1.23605,354
40972.6,20985.5,126678,81123.7,56844.1,112007,171.527,559.796,1.24454,355
30155.5,14758.9,134271,72086.7,48954.8,114962,165.263,471.02,1.25454,356
36172.9,21902.7,118368,58695.1,45435.7,101428,103.328,601.406,1.25475,357
33068.2,18264.1,123596,61989,46781.1,104276,162.1,514.675,1.25582,358
33225.7,18724.5,121061,41179.1,29941.3,100180,40.7766,189.486,1.25845,359
38412.3,22476.7,114303,42356.1,33612.4,95933.4,77.4431,389.326,1.25906,360
36499.9,19732.3,122180,60726.6,42857.6,108457,210.206,456.132,1.26146,361
35302.2,18872.1,121374,60654.9,42931.1,108353,116.921,353.036,1.26845,362
62160,30487.7,137803,65801.7,43786.1,113092,110.478,769.522,1.2713,363
42753.5,21218.1,128291,62459.2,40197.3,112469,123.183,314.559,1.27733,364
26418.8,13835.8,118422,39244.4,29321,97530.6,80.5978,202.809,1.27966,365
46717,24504.6,135438,81942.2,55107,117582,161.064,497.245,1.28974,366
31803,17319.5,120066,59211.7,44196.7,103149,104.143,292.309,1.29369,367
33308.6,16422,131209,70827.9,43318.2,115546,235.513,713.342,1.30122,369
39285.8,18760.5,134260,61135.1,42143.1,111940,205.986,625.498,1.31124,371
41825.4,23111.8,122782,42893.5,33249.4,101209,143.774,262.213,1.32637,372
29885.2,17738.5,114305,40699.8,32949.5,96222.9,112.394,479.439,1.3268,373
52925.7,25948.6,135546,82207.8,50422.2,128242,199.763,375.47,1.32682,374
28606.1,15078.8,120567,68193.7,45292.3,107981,130.48,235.53,1.32684,375
26622.4,14409.1,116473,44648.7,34052.4,99922.8,66.9727,294.433,1.32829,376
55366.2,30247.9,129550,64015.8,50024.2,104265,157.092,311.228,1.34729,377
25811.6,15278.8,111369,41739.3,33219.3,97478.6,104.724,391.925,1.34776,378
45626.3,25290.8,121630,43332.4,33296.8,98178.6,124.168,199.4,1.35215,379
33313.5,19339.8,120826,68248.9,48304.3,109616,170.78,795.044,1.35231,380
33687.6,18963.7,118127,55206.5,43528.3,100874,119.299,205.62,1.35478,381
38399.7,21510.2,123644,57652.2,40979.4,105285,107.456,290.503,1.35827,382
35542.5,23892.5,108507,29805.4,25421,88365.2,69.4312,313.449,1.3622,383
44746.8,23427.6,124803,53456.4,39083.7,103661,103.735,201.889,1.36255,384
42761.7,22849.9,123757,50448.3,38410.3,100966,142.966,332.968,1.36761,385
34146.5,18081.9,117828,37619.4,29132.9,95754.1,76.3911,244.226,1.37785,386
62645.2,33747.9,129862,63290.4,47342.4,104870,168.597,477.757,1.38315,387
34069,18719,120320,39373.1,26763.9,100820,107.805,237.947,1.38428,388
62029.1,33442.4,128325,77929,56929.9,107121,115.935,541.594,1.40627,389
56603.2,29114.8,132811,87229.6,59634.6,114180,153.06,789.749,1.41595,390
29735.1,16818.1,114671,59729.7,42900.9,104296,66.9727,395.511,1.42249,391
29510.7,16549.9,117833,42194.8,30101.2,100827,123.531,228.379,1.42657,392
62881.5,33652.6,126884,56813.3,39681.4,104716,71.7132,365.443,1.43612,393
47813.5,26863.9,121236,51166.2,40827.2,101170,51.2692,255.744,1.4377,394
29778.5,17257.1,112403,41850.1,32801.4,95787.1,82.0578,213.506,1.44421,395
26349,15365.2,116526,47655.8,37834.7,101171,74.1111,172.972,1.44628,396
42923.1,23138.6,125301,74732.8,54609.2,108821,117.443,438.675,1.45072,397
36795.7,21231.5,113546,55098.5,44553.8,99842.8,59.6875,208.701,1.45326,399
27124.9,18645.4,120462,69487.6,47245.4,113279,130.827,824.061,1.45813,401
57647.8,36522.9,118156,40110.6,30782.1,96796.6,94.4223,184.277,1.45821,402
43489.3,24393.2,118489,46949.3,35076,101282,103.386,441.4,1.45894,403
28333.9,15642.9,117191,56707,40622,103866,92.9656,234.509,1.46701,404
47484.4,28316.4,126746,61797.4,49363.9,104604,57.4346,331.863,1.47097,405
38029.6,20900.1,121687,71036.2,55749.5,104812,123.995,532.64,1.47643,406
44618.1,23039.6,129267,67454.3,48514.8,110484,200.677,488.911,1.48907,409
35549,21786.6,114737,37561.5,28837.5,96981.3,50.7949,153.838,1.48962,410
